example_id,gold_intent,customer_message,predicted_intent,classification_method,top_similarity,decision,reason,intent_correct
16,other_unclear,"@115830 2/2

Turns out he's asking if I am 18 years old

Me: ""Do I look it?""

Courier: ""no you 18""

Me: well over 20 years ago yeah""

Courier point blank refuses to hand parcel over to me.

I don't know if to feel annoyed or flattered - I was born in '74!",other_unclear,semantic_low_confidence,0.5891616344451904,escalate,Intent is unclear or does not match a supported category.,True
17,return_refund,@AmazonHelp u are of no help..till now sent 10 mails...same response..that u just cant return my money,other_unclear,semantic_low_confidence,0.852368950843811,escalate,Intent is unclear or does not match a supported category.,False
18,damaged_defective_wrong_item,"@AmazonHelp Not what I expected from a ""new"" toaster. For the 3rd time! https://t.co/bxllaJHr3J",damaged_defective_wrong_item,semantic,0.7547609806060791,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.755).,True
19,payment_unexpected_charge,@AmazonHelp my order keeps saying my order payment is a problem then I fix it then it pops up again I even did one day shipping on Sunday and it still hasn’t shipped!,payment_unexpected_charge,keyword,0.7727169394493103,escalate,Payment or charge issues may require account/order verification.,True
20,damaged_defective_wrong_item,"@46783 @AmazonHelp Last week they wouldn't deliver because I wasn't in (not been a problem in the past) then ""couldn't"" drop it again because it was ""damaged""",damaged_defective_wrong_item,keyword,0.7957785129547119,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.796).,True
21,technical_product_issue,@AmazonHelp There’s many options on this link how do I get it escalated to software technical specialist?,technical_product_issue,semantic,0.7590324878692627,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.759).,True
22,other_unclear,@AmazonHelp I never received any email nor a call,other_unclear,semantic_low_confidence,0.9574670195579528,escalate,Intent is unclear or does not match a supported category.,True
23,other_unclear,"@AmazonHelp Precisando me organizar meus nobres amigos, estou gostando da promoção que a Amazon vem disponibilizando!",other_unclear,semantic_low_confidence,0.8139336109161377,escalate,Intent is unclear or does not match a supported category.,True
24,prime_membership_benefit,"@AmazonHelp Amazon Prime, I’ve sent an email explaining more",prime_membership_benefit,semantic,0.8753247261047363,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.875).,True
25,damaged_defective_wrong_item,@AmazonHelp again disappointed by the seller of amazon. Delviering wrong product in d name of other product,seller_marketplace,semantic,0.7850219011306763,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.785).,False
26,seller_marketplace,"@115850 has unauthorized sellers like @226787 in India who sell faulty products/false warranty claims, hence avoid buying! PFA proof. https://t.co/hnGeWB2XGe",damaged_defective_wrong_item,keyword,0.9235856533050536,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.924).,False
27,delivery_delay,What options @115830 ? Ordered a book on prime on 26th October and still no sign of it. @AmazonHelp  cc @432799 #watchdog https://t.co/M4RSn12chG,prime_membership_benefit,semantic,0.7691718339920044,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.769).,False
28,damaged_defective_wrong_item,"@AmazonHelp Yes, but not all of my order is broken, just 2/5. How can I exchange 2?",damaged_defective_wrong_item,keyword,0.7245096564292908,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.725).,True
29,technical_product_issue,"@AmazonHelp I’m not around a computer right now and the app always works on my phone, until now. I will have to try to make my purchase on the computer later.",technical_product_issue,semantic,0.7989047765731812,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.799).,True
30,delivery_delay,@AmazonHelp had a prime order due yesterday thats delayed.Its my last day at that address.Can I get a redirection or do I need to cancel?,delivery_delay,keyword,0.7971764802932739,escalate,Message contains multiple potentially conflicting issues.,True
31,delivery_delay,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",prime_membership_benefit,semantic,0.7917048931121826,escalate,Message contains multiple potentially conflicting issues.,False
32,other_unclear,@AmazonHelp No I have not received any correspondence from you and I have asked delivery proof from you.,seller_marketplace,semantic,0.7857736349105835,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.786).,False
33,damaged_defective_wrong_item,@AmazonHelp I’m not trying to return the book though. Any way to get a new book that isn’t damaged? It’s also a signed copy..,damaged_defective_wrong_item,keyword,0.8562154769897461,escalate,Message contains multiple potentially conflicting issues.,True
34,payment_unexpected_charge,"Double charged by @115830 for an item, who do I get in contact with??😭",payment_unexpected_charge,semantic,0.7796401381492615,escalate,Payment or charge issues may require account/order verification.,True
35,other_unclear,@120533 Bah oui mais hors de question de payer l’envoi d’un fax ou d’un courrier à l’étranger . Merci de trouver une solution.,technical_product_issue,semantic,0.6730057001113892,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.673).,False
36,seller_marketplace,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,return_refund,keyword,0.8560153245925903,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.856).,False
37,prime_membership_benefit,amazon musicにpersona5のサントラ配信されている。プライム会員なら聴き放題じゃあ,other_unclear,semantic_low_confidence,0.8233281373977661,escalate,Intent is unclear or does not match a supported category.,False
38,other_unclear,"@AmazonHelp Sent it, now do I just wait?",delivery_delay,semantic,0.8371306657791138,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.837).,False
39,delivery_delay,@115850 plz help me I order 5 items on given no plz send these items till monday as i m traveling to SAO on 30th,other_unclear,semantic_low_confidence,0.7068736553192139,escalate,Intent is unclear or does not match a supported category.,False
40,payment_unexpected_charge,"@AmazonHelp It was placed on 10 November, the second charge for the same amount was on 13 November. Exact same amount. Only received one confirmation email though.",payment_unexpected_charge,semantic,0.7859154939651489,escalate,Payment or charge issues may require account/order verification.,True
41,damaged_defective_wrong_item,@AmazonHelp U call me on 9987825000 nd solve this.. sending second hand stuff while seeking payment for nee brand stuff,seller_marketplace,semantic,0.7807970643043518,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.781).,False
42,other_unclear,@115850 I think I've made some drawings over my personal info. 😒😒,other_unclear,semantic_low_confidence,0.7539879083633423,escalate,Intent is unclear or does not match a supported category.,True
43,delivery_delay,"@116245 Update: It's 15 minutes past the delivery slot, presumably the last one of the night - nothing.

So.. where do we go from here @ArgosHelpers? Do I call again tomorrow, to schedule yet another delivery for it to be missed again? Or should I just cancel and order from @115821? 🤔",order_cancellation_modification,keyword,0.7437543869018555,escalate,Message contains multiple potentially conflicting issues.,False
44,delivery_delay,"@115850 ordered, paid extra 100/- for delivery on next day. Was supposed to receive it yesterday but now date given is 1st Dec.
Was in urgent need. Pls check if it's coming today or else refund the extra 100 Rs. For Next day.
Tracking # 911149535738
Order # 408-5560141-4889121",other_unclear,semantic_low_confidence,0.7821391224861145,escalate,Intent is unclear or does not match a supported category.,False
45,payment_unexpected_charge,@AmazonHelp I would like to manage payments through the same app I purchase. That seems to be something worth looking into creating if doesn’t exist,other_unclear,semantic_low_confidence,0.7562994956970215,escalate,Intent is unclear or does not match a supported category.,False
46,payment_unexpected_charge,@115821 fake invoice in 1 case shipping chg with gst in another shipping chg without gst. https://t.co/VQWeqm5fNH,other_unclear,semantic_low_confidence,0.8309382200241089,escalate,Intent is unclear or does not match a supported category.,False
47,tracking_delivery_status,"Dear Amazon, 

Where is my leaf blower!!!",other_unclear,semantic_low_confidence,0.7658633589744568,escalate,Intent is unclear or does not match a supported category.,False
48,package_not_received,@AmazonHelp hi just got a notification saying my parcel was handed and delivered but I never received anything ?? Furthermore no one even knocked on my door ?,package_not_received,keyword,0.8555750250816345,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.856).,True
49,other_unclear,"Look what I've had delivered from @115830 as a surprise present for making them laugh with one of my tweets! I love them, they are so cute and cosy! Thank you very very much 💖 https://t.co/Uhncm1ckG9",other_unclear,semantic_low_confidence,0.6512609720230103,escalate,Intent is unclear or does not match a supported category.,True
50,prime_membership_benefit,@115850 why don't u bring eco spot  #AmazonGreatIndianFestival  Echo  (Includes 1 Year Prime Membership) - Black https://t.co/0AyNFxtXod,prime_membership_benefit,keyword,0.7536276578903198,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.754).,True
51,account_access,"@AmazonHelp It seems my item has been ordered, and my account has been unsuspended.",other_unclear,semantic_low_confidence,0.8328880071640015,escalate,Intent is unclear or does not match a supported category.,False
52,technical_product_issue,@AmazonHelp I got it.  Thanks.  It struggles between the word bong and bomb.,damaged_defective_wrong_item,semantic,0.5337514877319336,escalate,Retrieved historical evidence is weak (top similarity=0.534).,False
53,delivery_delay,"my @11572 Tal'Dorei Campaign Setting order on @115830 has been delayed again, back till the 23rd now :/",delivery_delay,keyword,0.7303658127784729,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.730).,True
54,technical_product_issue,@115850 just deleted ur app...such a bad service..u people r making fool..why dont u shut urself if u dont want to do business.,technical_product_issue,semantic,0.7744669914245605,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.774).,True
55,account_access,"@AmazonHelp I cannot enter my account it says my password is incorrect even if i set a new one, the same problem with my 2 accounts",account_access,semantic,0.9170247316360474,escalate,Account-specific access issues may require account verification.,True
56,prime_membership_benefit,"Is it just me or is @115821 / @117795 starting to charge for shipping/returns? Again, Prime customer here. @AmazonHelp",prime_membership_benefit,semantic,0.8145108222961426,escalate,Message contains multiple potentially conflicting issues.,True
57,prime_membership_benefit,.@115830 Why can’t I use my £10 credit I signed up for using my firestick 🔥,technical_product_issue,semantic,0.7208150029182434,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.721).,False
58,technical_product_issue,@AmazonHelp service center clearly said dat dis model is old so we dint give any service ur team said go to loacal shop n seller paid chargs,other_unclear,semantic_low_confidence,0.5873751640319824,escalate,Intent is unclear or does not match a supported category.,False
59,delivery_delay,@115821 Order ID : 408-6262790-4122723 as shown while ordering should have to be delivered by today. But after ordering its 3rd Oct Why So,delivery_delay,semantic,0.8174753189086914,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.817).,True
60,seller_marketplace,@AmazonHelp sent. I also emailed seller support with all the details. I just hope this will finally get resolved. it’s literally been months!,seller_marketplace,semantic,0.8887508511543274,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.889).,True
61,other_unclear,@AmazonHelp One can get so hassled filing up your forms that would want to give up on the issue at hand. Feels like a mistake to bring it up.,other_unclear,semantic_low_confidence,0.8676557540893555,escalate,Intent is unclear or does not match a supported category.,True
62,delivery_delay,"@AmazonHelp First order expected delivery is 9th of august, so way off now. Have tried to message the seller many times nothing back and second item says expected delivery date was yesterday, just annoying when money's being taken out of my bank and nothing's turning up.",delivery_delay,semantic,0.8383763432502747,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.838).,True
63,tracking_delivery_status,@AmazonHelp There is no tracking number,tracking_delivery_status,keyword,0.9671538472175598,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.967).,True
64,package_not_received,@AmazonHelp This order says delivered but I never received it #403-2589731-9684305 Please help,package_not_received,keyword,0.8878790140151978,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.888).,True
65,delivery_delay,"@12339 @215765 
Tracking Number# 5180793475130
May I know why is the item from @115850  rescheduled without my consent??",tracking_delivery_status,keyword,0.7848966121673584,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.785).,False
66,account_access,@115821 why am I️ still having trouble? Tried to set up a student account half an hour ago. https://t.co/jaykNEjBUb,account_access,semantic,0.7870480418205261,escalate,Account-specific access issues may require account verification.,True
67,payment_unexpected_charge,"@AmazonHelp I just placed an order, but  i realized the wrong card was the first one that was used, I've changed the card in the order status Which of my cards will be used for the order?",other_unclear,semantic_low_confidence,0.7460658550262451,escalate,Intent is unclear or does not match a supported category.,False
68,prime_membership_benefit,アマゾンの特典ってなくなり次第終了？？,technical_product_issue,semantic,0.767259418964386,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.767).,False
69,prime_membership_benefit,"@AmazonHelp I ordered yesterday and was told delivery will be thursday and how that is considered ""two day"" with prime.",prime_membership_benefit,semantic,0.9137936234474182,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.914).,True
70,payment_unexpected_charge,@115850 Amazon.in is the gang of the cheater they have taken my 16k. They are eating my interest. I would highly recmnd everyone to not use this.,other_unclear,semantic_low_confidence,0.8373988270759583,escalate,Intent is unclear or does not match a supported category.,False
71,return_refund,Dear @AmazonHelp I have a Kohls with an operational Amazon return counter .25mile away frm me.Yet the returns page does not have an option to select that.Makes me drive to a UPS 1 mile away.#amazon #holidayshoppingwoes,return_refund,semantic,0.6905972957611084,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.691).,True
72,technical_product_issue,@AmazonHelp I am not able to open that link may be cz of some technical problem. If possible then contact me 9560703977 between 9am to 9pm,technical_product_issue,keyword,0.9109978079795836,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.911).,True
73,other_unclear,"@AmazonHelp This is third time I'm am sending 
@115850  if you can't solve my problem tel here only that you can't don't kill my time again and again https://t.co/pwTcJ7SXng",technical_product_issue,semantic,0.7566856145858765,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.757).,False
74,order_cancellation_modification,.@115850 cannot find how to cancel my order which I accidentally placed today. Cancel button missing from dashboard. Order# 171-2739240-6461133,order_cancellation_modification,keyword,0.8687918782234192,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.869).,True
75,account_access,"@AmazonHelp I just send in a product review for the Echo, criticising it and you've emailed me back for me to ring you to suspend my account.

WTF?",other_unclear,semantic_low_confidence,0.7426923513412476,escalate,Intent is unclear or does not match a supported category.,False
76,account_access,@AmazonHelp I appreciate the offer but the whole problem is I cannot get into my account. I can speak on the phone after 6 pm ET or email details,account_access,semantic,0.8172630071640015,escalate,Account-specific access issues may require account verification.,True
77,return_refund,@AmazonHelp but where is my money. U are making me fool and that's not a right thing. u did not check my order process,tracking_delivery_status,keyword,0.8703620433807373,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.870).,False
78,package_not_received,"@AmazonHelp And now you've lost order # 113-5487887-4175469. Your Atlanta delivery service is incompetent. Multiple lost orders, no pictures of deliveries, never follow instructions.",other_unclear,semantic_low_confidence,0.7502779364585876,escalate,Intent is unclear or does not match a supported category.,False
79,seller_marketplace,"@AmazonHelp As far as I understand no seller provides smartphone exchange to entire *Kerala*
Which is a bummer",seller_marketplace,semantic,0.7130531072616577,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.713).,True
80,seller_marketplace,#amazon pessima assistenza ai venditori. Per la verifica di un account già attivo e ottimo sono passati 4 mesi e ancora nulla!!!,technical_product_issue,semantic,0.7422631978988647,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.742).,False
81,delivery_delay,"@AmazonHelp hello, ordered COD WW2 yesterday with prime one day delivery and hasn’t arrived. Can you confirm why it’s been delayed? Thanks.",delivery_delay,keyword,0.8241944313049316,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.824).,True
82,payment_unexpected_charge,@115850 not accept #UnionBank_Rupay Debit card #LOL but they have option to pay from all #Rupaycards @AmazonHelp https://t.co/GtpVQHRrxa,other_unclear,semantic_low_confidence,0.8533726930618286,escalate,Intent is unclear or does not match a supported category.,False
83,order_cancellation_modification,"@AmazonHelp @115821 Plz cancel my order, apologize and accept in written tht U can't help in ths issue. 5 days, no solution, no response.",order_cancellation_modification,keyword,0.8508092761039734,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.851).,True
84,technical_product_issue,@AmazonHelp What is this Critically Low on Storage nonsense on #FireTVStick? You made me #angry! #EpicFAIL #AmazonFail #BadCustomerService,technical_product_issue,semantic,0.7016940116882324,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.702).,True
85,other_unclear,@AmazonHelp Unlimited,other_unclear,semantic_low_confidence,0.9230730533599854,escalate,Intent is unclear or does not match a supported category.,True
86,technical_product_issue,@115821 is there a problem with your .de site? It is so slow? Is it because I became Prime today? #PrimeAtLastInBelgium,prime_membership_benefit,semantic,0.7251165509223938,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.725).,False
87,package_not_received,@115830 hi there could you link me to how I complain about a package that didn't arrive?,package_not_received,semantic,0.8207994103431702,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.821).,True
88,delivery_delay,@AmazonHelp I have filled the details.. Please update ASAP. If I don't get order by tmrw EOD I will cancel it.. Thanks..,order_cancellation_modification,semantic,0.7756097316741943,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.776).,False
89,other_unclear,"@AmazonHelp Ok, gracias por la info y felicidades por ""American Gods"", está muy buena.",other_unclear,semantic_low_confidence,0.6635358333587646,escalate,Intent is unclear or does not match a supported category.,True
90,damaged_defective_wrong_item,Great! Order xmas presents on @115830 Parcel turns up in a soaking wet and broken box. Revealing presents to whole family. Cheers for that....,damaged_defective_wrong_item,keyword,0.7421364784240723,escalate,Message contains multiple potentially conflicting issues.,True
91,return_refund,@115850 my order id 171-7834469-1805100. Tried to contact you guys. PAise to dedo mere atleast. You people have closed the order and i have not received any money yet. I have returned ur order. Receipt number. https://t.co/Og8Hg6JxVf,return_refund,keyword,0.8196994066238403,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.820).,True
92,other_unclear,"@AmazonHelp Everything went wrong in last 1 year.  Every genuine concern is ignored with a Blind Eye.  Seller Support, Escalation Support all failed.",damaged_defective_wrong_item,semantic,0.8074887990951538,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.807).,False
93,other_unclear,@AmazonHelp Sir i handed my order 9  but u r executive didn't help and suggest me leave Amazon app salute ur seller,other_unclear,semantic_low_confidence,0.7873906493186951,escalate,Intent is unclear or does not match a supported category.,True
94,tracking_delivery_status,"@111010 pacco spedito da @120540  , consegna prevista oggi, tracking fermo da 4 giorni. A chi devo rivolgermi? Servizio scandaloso",tracking_delivery_status,keyword,0.7429571151733398,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.743).,True
95,other_unclear,"@AmazonHelp Oh just the usual delayed packages, then wrong items received and then after 2 hours of talking, £10 promo credit received.",delivery_delay,keyword,0.8411942720413208,escalate,Message contains multiple potentially conflicting issues.,False
96,other_unclear,"@AmazonHelp Hey, I still haven't received my priority code. Need it to buy presale for Gary Barlow tickets for Belfast. What should I do? Thanks",other_unclear,semantic_low_confidence,0.8906794786453247,escalate,Intent is unclear or does not match a supported category.,True
97,other_unclear,@119625 Pretty lame collection. Please increase it to make it attractive and have language settings.,other_unclear,semantic_low_confidence,0.6212069392204285,escalate,Intent is unclear or does not match a supported category.,True
98,delivery_delay,@115830 how come my prime delivered book has taken 5 days since order and still not arrived?,delivery_delay,semantic,0.8577116131782532,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.858).,True
99,package_not_received,How about a ‘where IS my package?’ button @AmazonHelp? £40 lost. 😡 https://t.co/SS9iH4oZFI,other_unclear,semantic_low_confidence,0.6760133504867554,escalate,Intent is unclear or does not match a supported category.,False
100,package_not_received,So according to the @115830 app @116324 tried to deliver my parcel today but I have been in all day and there has been no one at the door and no delivery slip posted! Where was my parcel allegedly delivered to?! Hmm... #disappointed,tracking_delivery_status,semantic,0.8460756540298462,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.846).,False
101,delivery_delay,@AmazonHelp Just that it's 'delayed' . Maybe until Wednesday???? #NoMario,delivery_delay,keyword,0.803695797920227,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.804).,True
102,tracking_delivery_status,@115850 pl update the status of this tracking no 511347369519,tracking_delivery_status,keyword,0.8788571953773499,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.879).,True
103,seller_marketplace,I don't understand why @115821 keeps a 3rd parry seller who is clearly a scammer. 10%positive reviews this year! Still have not gotten stuff,seller_marketplace,semantic,0.6688278913497925,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.669).,True
104,technical_product_issue,@AmazonHelp isso acontece em diferentes navegadores e também no APP. Socorrr,technical_product_issue,semantic,0.7944936752319336,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.794).,True
105,account_access,"@AmazonHelp Yes, it asked me to reset the password, then I did.",account_access,semantic,0.8966162204742432,escalate,Account-specific access issues may require account verification.,True
106,prime_membership_benefit,@115850 Dear Amazon Maine Prime Membership Join Kr Li Hai But Abhi Tak Prime Membership Card And Wo Keychain Nhi Mili Hai Why....I Love That Keychain.,prime_membership_benefit,keyword,0.6104233264923096,escalate,Retrieved historical evidence is weak (top similarity=0.610).,True
107,delivery_delay,"@115830 How can a parcel be out for delivery at 7.08am but then be delayed because it's at the wrong delivery centre at 7.13am? Bearing in mind it should've arrived on Monday. Anyway, Prime membership cancelled. Waste of money. https://t.co/JrHCOq0MOV",prime_membership_benefit,semantic,0.815261721611023,escalate,Message contains multiple potentially conflicting issues.,False
108,damaged_defective_wrong_item,My package from @115821 came on time but the wrong item was in the box. Can't catch a break,damaged_defective_wrong_item,keyword,0.7865986227989197,escalate,Message contains multiple potentially conflicting issues.,True
109,payment_unexpected_charge,"@AmazonHelp the £47 you randomly took out of my account still hasn’t been sorted, help?",other_unclear,semantic_low_confidence,0.8684189319610596,escalate,Intent is unclear or does not match a supported category.,False
110,other_unclear,@AmazonHelp It a @42845 headphone so he can take it to his outstation trip.,other_unclear,semantic_low_confidence,0.5719356536865234,escalate,Intent is unclear or does not match a supported category.,True
111,prime_membership_benefit,"@AmazonHelp Not yet, no. I have prime in Amazon France, as I live in Belgium, but linking it to @119038 for Twitch Prime isn't working.",prime_membership_benefit,semantic,0.810641348361969,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.811).,True
112,other_unclear,@AmazonHelp Too late i drive,delivery_delay,keyword,0.8804785013198853,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.880).,False
113,other_unclear,@AmazonHelp Verry verry right things sir but all support team and u and your correspond all r fake last 13 days i see and no solution.....,technical_product_issue,semantic,0.760614275932312,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.761).,False
114,seller_marketplace,@AmazonHelp Es vendido por Amazon,other_unclear,semantic_low_confidence,0.9739083647727966,escalate,Intent is unclear or does not match a supported category.,False
115,damaged_defective_wrong_item,@115850 Received this with no invoice and seal broken. You better look into the delivery agencies you partner with and take note of their hiring process and background checks they perform on delivery guys. @115821 #Amazon #AmazonIN https://t.co/TLX9tMZndN https://t.co/hDHAXLKkWT,damaged_defective_wrong_item,keyword,0.7176387310028076,escalate,Message contains multiple potentially conflicting issues.,True
116,technical_product_issue,@115830 it would be great to be able to select a song / playlist on the Mac desktop music app and have it play through your Echo system @115833 ... Can this be done? Am I missing something?,technical_product_issue,semantic,0.6795593500137329,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.680).,True
117,damaged_defective_wrong_item,@115821 The discs you sent me for Walker Texas Ranger are defective. They say season 6 but the episode listing is for season 7. And even the discs have season 7 on them. And the season 7 discs have s8 eps in them! @110331 https://t.co/rTrVdh7A6B,damaged_defective_wrong_item,keyword,0.5541825294494629,escalate,Retrieved historical evidence is weak (top similarity=0.554).,True
118,return_refund,@AmazonHelp I don't want my order now PLEASE REIMBURSE I cancelled the order already on 12th,order_cancellation_modification,semantic,0.8584446907043457,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.858).,False
119,payment_unexpected_charge,@115821 Bought IphoneSE through credit card after converting payment in emi. But now realised it has still not converted. Means your system of converting in emi doesn’t work. Will have to pay heavy interest. Help,other_unclear,semantic_low_confidence,0.7775869369506836,escalate,Intent is unclear or does not match a supported category.,False
120,return_refund,"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",tracking_delivery_status,keyword,0.7997469902038574,escalate,Message contains multiple potentially conflicting issues.,False
121,delivery_delay,"@AmazonHelp It said would be delivered by 8 on the 11th. At 8 pm it changed to say by the 14 th. I called and your rep said sorry, that was the way it was going to be. YOU SHOULD HAVE SAID DELIVERY WOULD BE 14TH WHEN I PLACED THE ORDER! You should always under promise and over deliver. Smh.",delivery_delay,semantic,0.8173505663871765,auto_handle,Intent is supported and relevant historical evidence is available (top similarity=0.817).,True
