message_id,conversation_id,timestamp,text,weak_intent
2318680,2318680,Mon Nov 13 11:29:54 +0000 2017,@AmazonHelp It just won't connect to the TV anymore. We tried with different wires and plugs.iv never had any issues b4 and its never been moved/damaged,damaged_defective_wrong_item
2361890,2361887,Mon Nov 13 21:32:21 +0000 2017,"@AmazonHelp you said ""we don't know when it's coming but you'll get an email when we finally ship, you can place another order if you want"" ...so much for ""guaranteed"" delivery. literally 4 yrs as a prime member and this is what made me cancel. not worth dealing w CSRs who don't care",prime_membership_benefit
511661,511661,Sat Dec 02 01:18:40 +0000 2017,"@AmazonHelp I supplied all the information on the label, including the tracking number, the person could not locate the package/order.   The lady consulted with a supervisor then told me to keep the package.",tracking_delivery_status
2151998,2151995,Wed Nov 29 04:41:37 +0000 2017,@AmazonHelp Any idea about delivery of product? Already maximum days passed. If u can't solve the problem just cancel the order. Please!!,order_cancellation_modification
656064,656064,Wed Nov 22 22:26:34 +0000 2017,"Bought a TV from @115821 and it artived damaged. Can’t get a replacement because it’s not in stock. Huge PITA getting refunded for the correct amount.

Customer service rep keeps confusing all the numbers. Miserable experience and a huge waste of my time. @AmazonHelp https://t.co/7tpk3DudVL",damaged_defective_wrong_item
643709,643705,Fri Oct 13 12:59:21 +0000 2017,@AmazonHelp Why e-mail? Don't have the guts to speak to me?? Just cancel the order and refund my money? Don't want to visit you again in my life!!,order_cancellation_modification
1580412,1580412,Sat Nov 04 19:31:47 +0000 2017,"@AmazonHelp Hey! Can't sign in or reset password. I don't get the code emails, and internet/email are all working. I'm in California.",account_access
2838572,2838572,Mon Nov 27 15:47:30 +0000 2017,"@115830 @789985 @115851 When did next day prime delivery change to get it in 3 days? Been Prime member for years. Paid for a service, detailed on your website that you are not giving. It appears Amazon are miss-selling to prime members!",prime_membership_benefit
1677130,1677130,Mon Nov 06 14:24:02 +0000 2017,"@AmazonHelp want to cancel the order, already paid but whats the use if it is going to take more than 10 days to deliver? So how to do it?",order_cancellation_modification
1722473,1722473,Tue Nov 07 08:14:35 +0000 2017,"@AmazonHelp My account was locked due to suspicious activity (it was me), made me reset my password now I can't log in to my account at all.",account_access
1595917,1595917,Sat Nov 04 22:00:22 +0000 2017,What's the point of paying for @115821 prime if this is the 3rd time in 2 weeks that my package has not arrived on TIME. WHAT THE FUCK,delivery_delay
927520,927522,Sat Oct 21 15:03:21 +0000 2017,"@AmazonHelp UK customer bought product for mum's bday using Amazon India. Product faulty. Contacting Amazon was hard. After 4 hrs, &amp; contacting Amazon India &amp; UK, situation still unresolved. Looking 4 refund as I just want to buy a better product, not like-4-like replacement, using Amazon.",damaged_defective_wrong_item
89340,89340,Thu Nov 30 14:17:42 +0000 2017,@115850  i want to cancel my order. delivery delay. can i share order id,order_cancellation_modification
729720,729720,Thu Oct 12 13:51:44 +0000 2017,@115850 Utterly disappointed with how my order is being handled. I am still waiting for my order to be delivered. Is that how a prime delivery is treated?,delivery_delay
2285998,2285998,Sat Nov 11 17:02:12 +0000 2017,"@AmazonHelp  I post to get my package by 8 tonight.. Do you know what time i post to get it? Cause, We got criminals love breaking into stuff and stealing stuff off peoples door step.. Tracking number is LS114542208CN",tracking_delivery_status
643727,643727,Fri Oct 13 05:26:40 +0000 2017,@AmazonHelp Wanted to return an iPhone that was tampered with before dilivery and I am now having a hard time doing the same..!,return_refund
2976557,2976553,Thu Nov 30 03:33:37 +0000 2017,"@AmazonHelp I ALREADY did. I want my son's bear plain and simple. If It's sold on your site, I should be able to contact the seller and get a prompt response.",seller_marketplace
2386607,2386607,Fri Oct 20 10:31:58 +0000 2017,"Hi, order status has just changed to out for delivery today. Driver must have heard me. Hopefully will deliver before we close 4 the weekend https://t.co/8os7FIEL1F",tracking_delivery_status
926683,926683,Sat Oct 21 14:29:02 +0000 2017,@AmazonHelp Where is my package! Driver said delivered @14172 guess what we were up and nothing delivered! Your driver steal my box!!!,tracking_delivery_status
418808,418808,Tue Oct 10 04:35:38 +0000 2017,@AmazonHelp @115850 Is this recommended way to update delivery status so that there is no remark against delivery guy delaying delivery2/n,tracking_delivery_status
2942107,2942108,Wed Nov 29 13:55:05 +0000 2017,"@AmazonHelp I've contacted the seller, but have had poor experience in the past (with other sellers) they had better not make me pay to return the damaged items. If so, I'll be in touch.",damaged_defective_wrong_item
1953598,1953598,Thu Nov 16 11:41:12 +0000 2017,@AmazonHelp I think so as of last night the tracking information had not been updated. My order # is 114-3594671-6645006,tracking_delivery_status
239528,239528,Sat Nov 25 02:08:57 +0000 2017,@AmazonHelp is true that you get a free month of prime if your package is late?,delivery_delay
1273495,1273495,Thu Oct 26 14:14:23 +0000 2017,@115830 I have been locked out of my account &amp; haven't received an email advising what to do. Please help (changing password didn't work),account_access
2276193,2276193,Sat Nov 11 06:05:39 +0000 2017,@115850 Two of my recent orders are shown as delivered but I haven't received the packages. Can you please provide information about to whom you delivered?,package_not_received
224839,224839,Thu Oct 05 04:57:23 +0000 2017,@115850 my prime membership expires in Feb. But I want to renew it now itself for an year. How to do that?,prime_membership_benefit
734158,734158,Wed Oct 11 10:55:10 +0000 2017,@118919 I have purchased Lenovo k8 note ....  But heating mobile I want to return it what is process,return_refund
582636,582620,Sun Dec 03 15:17:39 +0000 2017,"@AmazonHelp I have shared the details, I m really upset that I rcd a new message that your delivery is delayed by 4 days. @139570 pls interfere",delivery_delay
286823,286823,Fri Oct 06 14:41:56 +0000 2017,5.6.1.1 seemed to have broken my @117634 paperwhite (v1). screen response is down on some days.,damaged_defective_wrong_item
1530917,1530917,Tue Oct 17 01:22:17 +0000 2017,"@AmazonHelp hi, I keep getting the error message saying my password is incorrect no matter how many times I change and reset it. Please help",technical_product_issue
1225214,1225214,Wed Oct 25 16:10:33 +0000 2017,"When you purchase prime elegible items from @115821 as a prime member, yet they still take a week to arrive.. what am I paying for lol",prime_membership_benefit
2419921,2419921,Sat Nov 25 22:31:37 +0000 2017,"Received another package when I wasn’t home, yet the delivery status stated I signed for it. Not good when I didn’t really sign for it....@amazonhelp",tracking_delivery_status
1279732,1279732,Thu Oct 26 16:54:43 +0000 2017,@AmazonHelp I’ve had this on multiple orders and all your CS do is cancel the order. Why can’t someone take ownership and fix this problem,order_cancellation_modification
1388839,1388839,Sat Oct 28 10:27:41 +0000 2017,"@115850 damaged product,old box from 2015.
I hope this gets replaced :( https://t.co/kliztVBIA5",damaged_defective_wrong_item
422305,422298,Tue Oct 10 10:38:10 +0000 2017,@AmazonHelp Each time I search or want to place an order I get an error message saying the mobile app is exp CS2 error and I shld Try again ...,technical_product_issue
1305178,1305178,Fri Oct 27 01:59:37 +0000 2017,"Hey @115821, why do I not have actual 2 free two shipping as an option? Tell me again why I pay that prime membership fee? https://t.co/vZ51Uq7aet",prime_membership_benefit
986397,986397,Sun Oct 22 11:03:35 +0000 2017,where is my order @115821 @AmazonHelp @115850 . I need an answer.  @115821 failed to deliver it within 2 day guarantee. https://t.co/XW2VGgiMSE,tracking_delivery_status
643873,643873,Fri Oct 13 06:09:08 +0000 2017,@AmazonHelp @AmazonHelp  all i want is to reset my password with otp to be sent on phone number instead of email address.,account_access
2236505,2236505,Fri Nov 10 18:08:05 +0000 2017,"@AmazonHelp why am I not getting any weekend delivery options, even when selecting One Day delivery with a Prime subscription? Everything I try to order stocked by Amazon is showing Mon 13th Nov as earliest available delivery date",prime_membership_benefit
2942108,2942108,Wed Nov 29 13:41:42 +0000 2017,"Thanks for delivering a clearly damaged leaky @AmazonHelp parcel to my safe place @116324! Now I get to deal with it, awesome. Just what I want to do on day 6 of a migraine, which I have on top of my chronic illness.",damaged_defective_wrong_item
2372318,2372318,Tue Nov 14 00:44:25 +0000 2017,Deliveries from @115821 have been late and damaged not feeling like this is a Prime service.,damaged_defective_wrong_item
546480,546480,Sat Dec 02 17:22:00 +0000 2017,"@115821 my boyfriends knife was appearently ""damaged in shipping"" and never showed up at this house, &amp; appearently a refund isn't an option?",damaged_defective_wrong_item
395495,395496,Mon Oct 09 18:15:49 +0000 2017,@AmazonHelp Hi amazon. I have cancelled my membership thank you for your help. By when will I get my refund? Thanks.,return_refund
1197491,1197491,Wed Oct 25 03:46:48 +0000 2017,"@AmazonHelp I am already Prime Member, can't it just be accessed by mobile/PC?",prime_membership_benefit
1661868,1661868,Tue Oct 17 19:42:36 +0000 2017,@AmazonHelp this order was delayed - Order #   111-5562525-9110651,delivery_delay
326331,326331,Sat Oct 07 15:52:24 +0000 2017,"Hi some episodes of Lexx might be in the wrong order , can you have it checked @AmazonHelp , #Lexx #SciFi , make more #Lexx",damaged_defective_wrong_item
107290,107290,Thu Nov 30 18:32:41 +0000 2017,"Hi Jeff,
I have purchased the wrong mobile set from amazon. Now, i want to return my mobile (order no 404-9391432-5602714). But amazon support team is saying that, they can't return. This mobile set is not useful for me. Please help me @115851 @115821 @AmazonHelp",return_refund
2135616,2135616,Wed Nov 08 17:44:31 +0000 2017,".@115828 I purchased #CODWWII from you, the game has been broken since launch, how do I apply for a refund on a digital order? Thank you.",damaged_defective_wrong_item
277062,277062,Sat Oct 14 02:50:34 +0000 2017,"@AmazonHelp ""Now expected Oct 13 - 17. We’re sorry your package is late. If it hasn’t arrived by Wednesday, Oct 18, please come back for more options.""",delivery_delay
2516974,2516974,Wed Nov 15 23:47:56 +0000 2017,"I don't think I'll use @115821 Pantry again. The 1st box never made it - apparently damaged. After a chat with customer service, I ordered again. The box arrived drenched in product. That'll teach me to complain, nah? #CustomerService #CustomerExperience #delivery",damaged_defective_wrong_item
479323,479328,Fri Dec 01 13:02:16 +0000 2017,"@AmazonHelp ""Your package is returning to Amazon because of one of the following reasons: Damaged in-transit, carrier could not locate your address, or refused by the recipient."" It wasn't refused, and other deliveries have made it to my house this week, so I assume it has been damaged.",damaged_defective_wrong_item
383363,383363,Mon Oct 09 09:34:27 +0000 2017,"First time I received damaged, non functioning, scrap product packed well in a box from a @115850 seller. Amazon helped me to return but I needed the product right now. @83462 don't buy from less known seller at Amazon. :(",damaged_defective_wrong_item
2882620,2882620,Tue Nov 28 09:54:44 +0000 2017,@AmazonHelp HII I ordered something on the 19th and it says it is been returned to Amazon due to damage but I'm still waiting for my refund? https://t.co/nLiRaU2KpK,damaged_defective_wrong_item
682500,682500,Sat Oct 21 12:15:09 +0000 2017,@AmazonHelp Your support is pathetic. Even a electronics store would return or replace a defective TV on the day of delivery,damaged_defective_wrong_item
77343,77343,Thu Nov 30 11:58:05 +0000 2017,"@115850 Pathetic..Again ur delivery is delayed and this tym it is not even half way mark. This is happening to ur Prime User. Can it be expedited.
Wat has happnd to ur delivery service...goin bad to worst..
My Order Details below https://t.co/wMgkZ9PN31",delivery_delay
2605700,2605700,Mon Oct 30 23:04:16 +0000 2017,"@AmazonHelp The order status says “shipping now,” but that hasn’t updated at all. What does that mean?",tracking_delivery_status
173556,173556,Fri Nov 24 22:38:06 +0000 2017,Hey @115821 @AmazonHelp where did the tracking number go?? I want to see the tracking # like it used to always be. #Amazon #Tracking https://t.co/Tle9dUfwkR,tracking_delivery_status
1164629,1164629,Tue Oct 24 20:17:30 +0000 2017,@115821 please explain how your employee failed to deliver/lost/stole my packages 3 days straight &amp; I'm a  PRIME MEMBER!!!,prime_membership_benefit
2932816,2932816,Wed Nov 29 08:54:27 +0000 2017,@AmazonHelp Just tried again. Same error message: 550 #5.1.0 Address rejected.,technical_product_issue
2313722,2313722,Sun Nov 12 23:25:22 +0000 2017,@AmazonHelp Also I was told I would be contacted yesterday and never got a call back and here is the double charge. @115821 has terrible customer service https://t.co/0V4mEGETV0,payment_unexpected_charge
1102824,1102824,Sun Oct 15 08:58:27 +0000 2017,@AmazonHelp @AmazonHelp @115850  just tell me how to cancel prime subscription. Your services are becoming pathetic. Should consider @118702 instead,prime_membership_benefit
683011,683011,Thu Nov 23 11:19:10 +0000 2017,"@115850 fnking worst application
Zook blutoh speker box seal broken bluetooth not in working I self courier n pay 
₹864 they told we refund ₹1859 speaker n ₹864 by check and they give me ₹100/- check I call 4 time in 20min they hold my call n disconnect https://t.co/ON6hlJEFzQ",damaged_defective_wrong_item
2691718,2691718,Sun Nov 19 16:36:41 +0000 2017,"@119356 @118919 Amazon ships damaged product and asking for more money replacing order after returning. When called costomer care, they couldnt contact their support team and didn't provide any answer. 

Amazon needs to take reposonsibility and fix my issue.",damaged_defective_wrong_item
441025,441025,Wed Oct 18 13:07:35 +0000 2017,@AmazonHelp I want to cancel this item as it's arriving too late! I cant't cancel because it was 'part of a multi order',order_cancellation_modification
422739,422739,Tue Oct 10 10:14:33 +0000 2017,@AmazonHelp I would like to speak to someone on the phone to figure out why I can't sign in.,account_access
2390355,2390355,Tue Nov 14 10:40:20 +0000 2017,@AmazonHelp See the tracking status product in jammu kasmir and I am in sikar rajasthan how it is possible to deliver today sir be practical https://t.co/0UrQxbkoi8,tracking_delivery_status
1731546,1731546,Tue Oct 17 18:56:17 +0000 2017,"@AmazonHelp got incomplete guitar kit, please suggest do not want to return/refund",return_refund
352070,352070,Sun Oct 08 10:42:00 +0000 2017,Amazon India. Very poor services. They have kept me wating for the pick of Dell Display  which I received in a damaged state. Sunday gone!!,damaged_defective_wrong_item
19164,19164,Sun Oct 29 06:07:43 +0000 2017,@115850 I m not getting the fast delivery even i m prime member but don't get 1&amp;2 days delivery ....,prime_membership_benefit
532668,532668,Sun Nov 05 16:35:36 +0000 2017,@AmazonHelp hi i want give order for Shiv puran but why there are two crieteria.attachment is for reference and i have paid extra for prime membership. Then why this is a partiliaty https://t.co/L5u4nNBJty,prime_membership_benefit
830168,830168,Fri Oct 13 03:13:38 +0000 2017,"@115850 I am an existing prime member, how can i renew my prime membership before it expires?",prime_membership_benefit
2873989,2873989,Tue Nov 28 04:38:55 +0000 2017,"@AmazonHelp This is what it says: 
Now expected November 28 - November 29
We're sorry your package is late
We're working to get your package back on track.
Please come back Thursday if you still don't have it and we'll help you out.
Was expected today by 8PM",delivery_delay
384463,384463,Mon Oct 09 11:35:04 +0000 2017,@AmazonHelp They are not able to track my order. Please look into this on priority..otherwise I'll forward this issue to the consumer court...,tracking_delivery_status
1546049,1546049,Sat Nov 04 06:04:35 +0000 2017,@115821 guys don't buy products online it's a very irritating they're looting people indirectly. Defective products and no refunds.,damaged_defective_wrong_item
1263955,1263955,Thu Oct 26 11:49:40 +0000 2017,"So if I pre-ordered something while I was an Amazon Prime member, but I'm not on release, does that affect my preorder ship time?",prime_membership_benefit
2889298,2889298,Tue Nov 28 13:27:29 +0000 2017,@AmazonHelp Or at least I hope it's coming. The tracking status page is offering a date range saying to reach out to Amazon if I don't get it this week.,tracking_delivery_status
544458,544458,Sat Dec 02 16:39:05 +0000 2017,@115830 not particularly happy paying a prime membership to be waiting weeks for deliveries. 3 of my parcels say this! https://t.co/vDMbTXAMub,prime_membership_benefit
2792004,2792004,Tue Nov 21 20:30:46 +0000 2017,@AmazonHelp My package I ordered was estimated to be delivered Nov 9 2017 - Nov 11 2017. It's still not here! Shipping courier is Intelcom but my tracking number doesn't go through! Help!,tracking_delivery_status
318848,318848,Sat Oct 07 10:33:34 +0000 2017,Twitter what should I do with my @117634 I can’t get it on and there’s too many help topics on Amazon to help me... 😩 #kindle #broken https://t.co/sAvKrlq0Ao,damaged_defective_wrong_item
98615,98616,Fri Dec 01 11:23:56 +0000 2017,@AmazonHelp Thankfully nothing damaged. Just VERY shoddy uncaring service. This is what happens when companies get too big. You can afford to loose some customers and you don’t care.,damaged_defective_wrong_item
307205,307193,Tue Oct 10 19:55:47 +0000 2017,@AmazonHelp I was given options to track my order (no info available) so I emailed customer service.,tracking_delivery_status
2151023,2151023,Thu Nov 09 01:31:32 +0000 2017,@AmazonHelp amazon logistics. is there a way to never have amazon logistics deliver to me? at this rate every order is a potential failure. and it's been hugely difficult to cancel the order.,order_cancellation_modification
1533701,1533701,Fri Nov 03 23:56:01 +0000 2017,@AmazonHelp Its not i want to cancel my order and refund,order_cancellation_modification
712486,712486,Tue Oct 10 22:06:09 +0000 2017,"@115821  
can i return my order",return_refund
1612026,1612026,Sun Nov 05 11:58:14 +0000 2017,@115830 how do I know when my parcel is going to be delivered. Expected yesterday.  No tracking information. What do I do next? https://t.co/mnSA9UvE7a,tracking_delivery_status
2558538,2558538,Thu Nov 16 16:48:39 +0000 2017,"@115851 @115850 what a pathetic service Amazon is turning out in India. Your Amazon.in Order # 404-3072127-5113917 double charged and no one is able to help. They just keep passing the buck. In the order before, they didn't collect returns and now this. Pathetic and horrible",payment_unexpected_charge
331967,331967,Sun Oct 08 03:44:13 +0000 2017,@AmazonHelp (1/2)kindly provide contact no./address of your delivery person. Or else I have to cancel the order by today evening.(cont..),order_cancellation_modification
2042071,2042072,Wed Oct 18 23:00:03 +0000 2017,@AmazonHelp None. All I ever have received from both email and on the phone is a refusal to acknowledge the error of the double charge but my bank does.,payment_unexpected_charge
832671,832671,Fri Oct 13 05:45:05 +0000 2017,@115850  Hello sir i am very disappointed that my delivery date was 12 oct and i track my package from amazon app its in Ahmedabad   1/2,tracking_delivery_status
1873876,1873866,Thu Oct 19 13:01:40 +0000 2017,@AmazonHelp That takes me to a screen asking me to log in! I can't log in because you have disabled my account!,account_access
1033140,1033140,Sat Oct 14 18:37:59 +0000 2017,"@AmazonHelp No error message, just Deutsch is the only language option, OV is English. Film is called ""Eine Dunkle Begierde"". is it possible to help?",technical_product_issue
95414,95414,Thu Nov 30 15:34:20 +0000 2017,@115850 apni dukaan fools customers by showing the delivery status as delivered...now I HV a qs....where s my order???????,tracking_delivery_status
133707,133707,Fri Nov 24 08:28:36 +0000 2017,@AmazonHelp That link brought me to the same page as before. It won't let me contact the seller (as stated in the second picture) Am I just out the money if the seller disappears?,seller_marketplace
2812796,2812796,Wed Nov 29 02:02:07 +0000 2017,@AmazonHelp The tracking number was TBA569724726000,tracking_delivery_status
1826204,1826204,Wed Oct 18 04:32:10 +0000 2017,"@AmazonHelp @115850 now wen d sale is over n prices got increased, hw cn u people cancel my order? if it got cncld i should get replacement as promised",order_cancellation_modification
529993,529993,Tue Nov 28 12:52:34 +0000 2017,@115830 when will you learn to deliver packages correctly! To find the parcel has clearly been thrown over the fence and has now broken the candle! @AmazonHelp this is the 3rd time this has been done! https://t.co/GdE4hawKMS,damaged_defective_wrong_item
2294022,2294022,Sun Nov 12 01:02:36 +0000 2017,@AmazonHelp Yes. You cheaped out by using your late and inferior Amazon Logistics drivers. Package is past dealine. I want to cancel my prime since you no longer want to honor the 2 day shipping. Use UPS or Usps in future.,order_cancellation_modification
1126690,1126690,Sun Oct 15 14:21:54 +0000 2017,"@AmazonHelp I got a faulty product which should not happen at first instance, I asked for a replacement and not a return but it is not available with u.",damaged_defective_wrong_item
1238745,1238746,Sat Nov 25 19:51:40 +0000 2017,@AmazonHelp I got double charged for an order. First agent just said I needed to contact from my seller account To get help. I never sold anything.,payment_unexpected_charge
945493,945495,Sat Oct 14 02:01:47 +0000 2017,@AmazonHelp They suggested I buy the same item from an amazon marketplace seller for 2-3x the price amazon.ca is selling it for...,seller_marketplace
2875558,2875558,Tue Nov 28 05:30:11 +0000 2017,"@AmazonHelp Also, how do I resolve this error message? Thanks! https://t.co/Lhd6NXO60B",technical_product_issue
1219900,1219897,Wed Oct 25 15:47:24 +0000 2017,"@AmazonHelp yep, tried all of the above, including restarting the router. i keep getting a wi-fi error message when i try to connect.",technical_product_issue
2105803,2105803,Wed Nov 08 13:10:56 +0000 2017,"@115821 Package was due 11/7.  So what happen? Now expected 11/7 - 11/ 9 
We’re sorry your package is late.",delivery_delay
966310,966305,Sun Oct 22 00:17:56 +0000 2017,@AmazonHelp Order status hasn't changed &amp; I've not gotten an email. TBA498760628000,tracking_delivery_status
2277510,2277511,Sat Nov 11 18:40:34 +0000 2017,@AmazonHelp When I try to send a text there is no error message at all when picking the call instead it says an unknown error occurred.,technical_product_issue
24986,24986,Mon Oct 23 11:03:26 +0000 2017,@AmazonHelp order 406-5346056-8286767 I want a refund for the product. https://t.co/CKTsoBPMgb,return_refund
