example_id,gold_intent,customer_message,rank,similarity,historical_case_id,historical_customer_message,historical_response
4,return_refund,"@115850  Ordered a WD external hdd 2TB which was on 50% discount on the MRP of 11,400.
But received product's MRP is 8,810. This is how Amazon Business model works i guess. And yeah thanks to it's customer care they asked me to return instead of accepting their mistake https://t.co/4XEqDm48Ch",1,0.66341632604599,2663726,".@115850 adds Rs. 1 discount &amp; puts the product in Lightning Deal https://t.co/SoekRfc10L BTW, 5,998.00 is a good price for 2 GB E-HDD.",@750621 Prices offered by the sellers in lighting deals are best currently. We will consider this as 1/2 ^RW
4,return_refund,"@115850  Ordered a WD external hdd 2TB which was on 50% discount on the MRP of 11,400.
But received product's MRP is 8,810. This is how Amazon Business model works i guess. And yeah thanks to it's customer care they asked me to return instead of accepting their mistake https://t.co/4XEqDm48Ch",2,0.644190788269043,12511,@115850 why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499 https://t.co/1kqHQVHBcl,@118504 The prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive 1/2 ^MK
4,return_refund,"@115850  Ordered a WD external hdd 2TB which was on 50% discount on the MRP of 11,400.
But received product's MRP is 8,810. This is how Amazon Business model works i guess. And yeah thanks to it's customer care they asked me to return instead of accepting their mistake https://t.co/4XEqDm48Ch",3,0.6425195932388306,389608,@115850 Hey I ordered a external hard drive with a prime delivery was expected to reach by 8 today! Haven't received! Please look into it,@208226 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
4,return_refund,"@115850  Ordered a WD external hdd 2TB which was on 50% discount on the MRP of 11,400.
But received product's MRP is 8,810. This is how Amazon Business model works i guess. And yeah thanks to it's customer care they asked me to return instead of accepting their mistake https://t.co/4XEqDm48Ch",4,0.6342540979385376,353190,"Want to buy a 4TB External HDD from @115850 #GreatIndianFestival sale. Any good deal?

#LastDayOfGreatIndianFestival",@132741 You can spot some great deals here : https://t.co/Nhr6aXtv7d . Hope this helps. ^CB
4,return_refund,"@115850  Ordered a WD external hdd 2TB which was on 50% discount on the MRP of 11,400.
But received product's MRP is 8,810. This is how Amazon Business model works i guess. And yeah thanks to it's customer care they asked me to return instead of accepting their mistake https://t.co/4XEqDm48Ch",5,0.6324580907821655,2279724,@AmazonHelp I purchased 1 tb external HDD for 2999 and it was confirmed and later on it was cancelled,"@662769 I apologize for the Inconvenience, Atul. Usually, the canceled orders are followed by an email with a reason in it. Request you to check. ^NK"
5,technical_product_issue,@AmazonHelp I got the app for Amazon flex...how do I know when I can drive here in Las Vegas,1,0.6826640367507935,757696,@AmazonHelp is amazon flex available in Las Vegas,@301079 It sure is! You can find out more here: https://t.co/sf1aSsg4TW ^TR
5,technical_product_issue,@AmazonHelp I got the app for Amazon flex...how do I know when I can drive here in Las Vegas,2,0.6807803511619568,726768,@AmazonHelp how come amazno flex shows available to work in las vegas but i cant click the online box,@294090 Are you getting an error message?^CD
5,technical_product_issue,@AmazonHelp I got the app for Amazon flex...how do I know when I can drive here in Las Vegas,3,0.6716140508651733,800997,@AmazonHelp looking on indeed and see your amazon flex so download the app as it says and get this? Help https://t.co/vMJWCDMrDi,@301090 You can learn more about Amazon Flex IPhone requirements here: https://t.co/dDma5fd4a4. ^CE
5,technical_product_issue,@AmazonHelp I got the app for Amazon flex...how do I know when I can drive here in Las Vegas,4,0.6660228371620178,757811,@AmazonHelp looking on indeed and see your amazon flex so download the app as it says and get this? Help https://t.co/PhNi9dihPs,@301090 Go to the FAQ section here: https://t.co/rjxJYQBdKT and follow the last section. It will explain what to do. ^AH
5,technical_product_issue,@AmazonHelp I got the app for Amazon flex...how do I know when I can drive here in Las Vegas,5,0.6361706256866455,757695,@AmazonHelp When I went to apply to be a driver. Las Vegas wasn’t available,@301079 We'd like to take a closer look into this. Please send us your details here: https://t.co/ibwqByKiuP ^LI
6,account_access,@AmazonHelp I can’t access my Amazon account and I’ve changed the password 5 times. Can you please help?,1,0.935390830039978,1735163,@AmazonHelp I cannot get into my Amazon account. I’ve change my password about 3 times and I still can’t get into it.,@523964 I'm sorry you're having trouble logging in! Please reach out to us here: https://t.co/5D5BOLXLjp for assistance. ^KH
6,account_access,@AmazonHelp I can’t access my Amazon account and I’ve changed the password 5 times. Can you please help?,2,0.9260219931602478,1159345,@AmazonHelp why can’t i get into my amazon account? It says my password is incorrect and i know it’s correct i changed it 3 times now,@392732 Please reach out to an Account Specialist. They can be reached by phone: 888-282-2406 or e-mail: https://t.co/sceYPBirA2 ^AF
6,account_access,@AmazonHelp I can’t access my Amazon account and I’ve changed the password 5 times. Can you please help?,3,0.9138436317443848,51602,"@AmazonHelp Going to have to call support as it wont let me change my password, same thing happened less than two weeks ago.","@127582 Oh no! I'm sorry about this inconvenience, Alex! You can reach out to us here: https://t.co/zYVX1Qi29G ^HM"
6,account_access,@AmazonHelp I can’t access my Amazon account and I’ve changed the password 5 times. Can you please help?,4,0.9096115827560425,1164631,"@AmazonHelp Hello, I lost access to my account. I tried resetting the password 3 times now and it still says ""wrong password""",@393954 Please contact our customer service. We have no insight into your account via twitter. Use this link: https://t.co/VbUkCcsNkQ ^DS
6,account_access,@AmazonHelp I can’t access my Amazon account and I’ve changed the password 5 times. Can you please help?,5,0.9021009206771851,2690679,"@AmazonHelp Good morning. I’m facing problems to access my account. I’ve reset the password several times, but the problem remains. Can you help me on this?",@756421 Oh no! Sorry to hear you are having trouble accessing your account! Have you received an email from an Account Specialist? Be sure to check your spam or junk folder as well. ^AD
7,damaged_defective_wrong_item,So @AmazonHelp what do I do when I get shipped the wrong item three times in a row?,1,0.795349657535553,2815542,"@AmazonHelp I've now received the wrong product twice in a row. The first time I was told that I had to return the incorrect item and place a brand new order. Did that, now I've received the incorrect item again. How do I resolve this?","@784943 Oh no, Kai! I'm so sorry this had happened twice! As we're not able to see order information via Twitter, please contact us via phone or chat here: https://t.co/hApLpMlfHN so we may look further into this. ^KL"
7,damaged_defective_wrong_item,So @AmazonHelp what do I do when I get shipped the wrong item three times in a row?,2,0.7877325415611267,2899698,"@AmazonHelp 2 orders placed and Amazon logistics keep saying tried to delivery 3 times, but i know this has not been done. Now my items are been returned ! Never had a service like this before. 😡","@803305 Oh no! I understand how disappointing that is. When you spoke with us, what information/options were you provided? ^BL"
7,damaged_defective_wrong_item,So @AmazonHelp what do I do when I get shipped the wrong item three times in a row?,3,0.7808290719985962,1326843,"@AmazonHelp Wrong item delivered 
Multiple times order got canceled by itself 
No help from your customer service",@429586 Sorry for the unpleasant experience. Have you reported this to our support team here: https://t.co/2t6DQoUmNZ for help? ^MM
7,damaged_defective_wrong_item,So @AmazonHelp what do I do when I get shipped the wrong item three times in a row?,4,0.7659884691238403,2386374,"@AmazonHelp On second thoughts, I'll ignore this. 

You have messed up deliveries *multiple times* in the past.",@687306 I get your concern. Kindly share the details via the above link and we'll check this for you. ^SG
7,damaged_defective_wrong_item,So @AmazonHelp what do I do when I get shipped the wrong item three times in a row?,5,0.7646930813789368,1371844,@AmazonHelp @115821 how did you guys manage to ship me the wrong item twice ! Pathetic if you ask me,"@439301 Sorry the item didn't arrive as expected! Please call us here: https://t.co/hApLpMlfHN, so we can look at avail options. ^JM"
8,other_unclear,@AmazonHelp Um 15.30Uhr beginnt Nein Wochenende 😉,1,0.7336748838424683,2390467,@AmazonHelp Ja bereits gestern Abend,@532544 Und noch keine Rückmeldung bekommen? Grüße ^MF
8,other_unclear,@AmazonHelp Um 15.30Uhr beginnt Nein Wochenende 😉,2,0.7277339100837708,2730315,@AmazonHelp Perfekt.Vielen Dank und auch nen guten Start :),@765466 Danke und immer wieder gerne! ^SM
8,other_unclear,@AmazonHelp Um 15.30Uhr beginnt Nein Wochenende 😉,3,0.7167028188705444,2360582,@AmazonHelp mercredi 15 et jeudi 16 novembre,"@681681 Je vous prie de patienter. L'expédition est toujours dans les délais. Il arrive même parfois que les colis soient expédiés le jour même de la livraison.
^MD"
8,other_unclear,@AmazonHelp Um 15.30Uhr beginnt Nein Wochenende 😉,4,0.7164745926856995,2944396,@AmazonHelp Ah Vielen Dank 😁,@813373 Gerne! :) ^SK
8,other_unclear,@AmazonHelp Um 15.30Uhr beginnt Nein Wochenende 😉,5,0.7135798931121826,153729,@AmazonHelp Opaaa pode deixar 😍😍😍,@151194 Com certeza! Já tem o carrinho cheio? ^MB
9,account_access,@AmazonHelp This morning. I provided my email address and you correctly identified my account name.,1,0.8969025015830994,1282292,@AmazonHelp I already mentioned my email id,"@419632 We'll not be able to access your account over twitter, Vikrant. Please connect with us and we'll get this checked. ^HD"
9,account_access,@AmazonHelp This morning. I provided my email address and you correctly identified my account name.,2,0.89308762550354,897103,@AmazonHelp I just sent an email with requested details (my amazon account : __email__),@333033 We've emailed a correspondence to you. Kindly check it here: https://t.co/8DAc10S7ww (1/2)^SF
9,account_access,@AmazonHelp This morning. I provided my email address and you correctly identified my account name.,3,0.8876345753669739,847788,@AmazonHelp I actually don’t have an account set up on this email address I received it to.,@171456 Hi Laura. The email received is not genuine. Check out - https://t.co/KNiFl3D4sP for info on how to deal with phishing emails ^TP
9,account_access,@AmazonHelp This morning. I provided my email address and you correctly identified my account name.,4,0.8818093538284302,2943205,@AmazonHelp I don't have email address associated with the account,@722233 You can add your email address to your account and share the details via the link. ^SG
9,account_access,@AmazonHelp This morning. I provided my email address and you correctly identified my account name.,5,0.8766030073165894,856031,@AmazonHelp I used an email,"@323282 Hmmm... this is odd, John! You can contact us without logging in here: https://t.co/jzvkhdlrK5 and we can look into it. ^AD"
10,order_cancellation_modification,@AmazonHelp the worst part of amazon I want to cancel my order but it won't. This is not a good service,1,0.9027044773101807,1768255,@AmazonHelp This really doesn't help. I simply want to cancel an order.,"@531655 If following the guidance on the page doesn't help, please reach out by phone or chat here: https://t.co/EKXRLsnxJu ^AM"
10,order_cancellation_modification,@AmazonHelp the worst part of amazon I want to cancel my order but it won't. This is not a good service,2,0.8927590847015381,917538,@AmazonHelp I'm trying to cancel the order.,@322585 Please get in touch here: https://t.co/JzP7hlA23B if you need assistance. ^RL
10,order_cancellation_modification,@AmazonHelp the worst part of amazon I want to cancel my order but it won't. This is not a good service,3,0.8887128829956055,1733903,@AmazonHelp Thanks for your amazing service. I will cancel the order.,"@523623 My apologies for the trouble with the order, Sanjeev. Please reply to the email sent for more information. ^KS"
10,order_cancellation_modification,@AmazonHelp the worst part of amazon I want to cancel my order but it won't. This is not a good service,4,0.8850717544555664,1271930,"@AmazonHelp Kindly help
I don't want to cancel my order",@417745 Kindly place a new order for the product. 2/2^AP
10,order_cancellation_modification,@AmazonHelp the worst part of amazon I want to cancel my order but it won't. This is not a good service,5,0.884636640548706,2454444,@AmazonHelp They say they are unable to find my order and cancel the call!!!,@703111 That's strange. I'd like to know more about the issue and assist you with it. Please share your details here: https://t.co/AMS5ZeVFFg and I'll get back to you. ^SH
11,damaged_defective_wrong_item,"It was very pathetic experience with Amazon.
I have received the headset broken.
I am very disappointed with Amazon.@115850 https://t.co/ey8qRLcN1L",1,0.7846349477767944,77257,Pissed off that I ordered a pair of headset on @115830 Monday and they still haven't shipped it out....just ridiculous,"@117769 So sorry for any trouble, John! Have we missed the delivery date provided in your confirmation e-mail? If so, just let us know- we're here to help! ^BL"
11,damaged_defective_wrong_item,"It was very pathetic experience with Amazon.
I have received the headset broken.
I am very disappointed with Amazon.@115850 https://t.co/ey8qRLcN1L",2,0.7578725814819336,2460806,@115850  Very Worst experience with Amazon . Frnds Don't Believe on Amazon . I ordered headphones n they show delivered to mi but it's not delivered to mi yet It's happen wid me 4time before this . Customer service  nt replying mi.Not accept my call .  hang my call . Useless,"@214938 I understand how upsetting this can be. This is certainly not the kind of experience we want our customers to have. I'd like to help you with this, kindly drop in your details here: https://t.co/GIJyeYqKE0 and I'll contact you at the earliest. ^AH"
11,damaged_defective_wrong_item,"It was very pathetic experience with Amazon.
I have received the headset broken.
I am very disappointed with Amazon.@115850 https://t.co/ey8qRLcN1L",3,0.7541574239730835,1041213,@115850 Seriously?? Headphone purchased from @115850 stopped working in few weeks. @AmazonHelp told seller will replace but nothing happened,@322918 I'm sorry to know about that. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
11,damaged_defective_wrong_item,"It was very pathetic experience with Amazon.
I have received the headset broken.
I am very disappointed with Amazon.@115850 https://t.co/ey8qRLcN1L",4,0.72701096534729,2490612,@115821 service is simply out of this world. Such a phenomenal experience. They just agreed to refund a pair of headphones that I bought 1.5 years ago. There is absolutely 0% chance I'm buying anything online outside Amazon. @116928 @AmazonHelp,@553498 Hello Avi! Thank you for your comment. We are glad that you are happy with our service. Best regards!😃🎊 ^AA
11,damaged_defective_wrong_item,"It was very pathetic experience with Amazon.
I have received the headset broken.
I am very disappointed with Amazon.@115850 https://t.co/ey8qRLcN1L",5,0.7266085147857666,1674827,@AmazonHelp please help purchased headphones from @115850 product is not working properly and is in warranty no response from manufacturer,@319903 Sorry about the issues with product. Please connect to us here: https://t.co/vlvfJr4nN9 &amp; we'll help you further. ^BS
12,prime_membership_benefit,@AmazonHelp Es war eine 30 Tage Amazon Prime Werbung...........,1,0.7816208600997925,474200,@AmazonHelp En effet c'est une livraison Amazon Prime,"@227875 Avez-vous signalé cela à notre service?
^YL"
12,prime_membership_benefit,@AmazonHelp Es war eine 30 Tage Amazon Prime Werbung...........,2,0.7798941135406494,162039,@AmazonHelp Et si je souhaite arrêter amazon prime ?,"@136284 Vous pouvez annuler l'abonnement Prime via le lien suivant : https://t.co/b35Z1xCrAj
^MD"
12,prime_membership_benefit,@AmazonHelp Es war eine 30 Tage Amazon Prime Werbung...........,3,0.778120219707489,2638415,@AmazonHelp Amazon France j'ai un compte prime.,"@744630 J'en suis navrée, je vous prie dans ce cas-là de le signaler à notre SAV via: https://t.co/hgIrz98cdI afin d'y remédier.
^KE"
12,prime_membership_benefit,@AmazonHelp Es war eine 30 Tage Amazon Prime Werbung...........,4,0.7516461610794067,1124091,. @116316 @AmazonHelp Ich als #amazonprime Kunde habe vor 5 Tagen einen lagernden Artikel bestellt und ihr habt den noch nicht verschickt.,@385065 Auch direkt von uns oder einen Verkäufer? Melde dich doch bitte: https://t.co/lfaUPrBPZ1 ^TG
12,prime_membership_benefit,@AmazonHelp Es war eine 30 Tage Amazon Prime Werbung...........,5,0.7512207627296448,598044,"@AmazonHelp Standardversand als Geschenk
Nein, nein Prime-Kunde
Von Amazon","@153423 Kann es vielleicht sein, dass es sich dabei um die Kosten für die Geschenkverpackung handelt? Gruß ^JS"
13,prime_membership_benefit,Hi @115830 why can I not get next day delivery with my prime subscription. Everything is coming up as Tuesday delivery. Can I get a prime membership refund?,1,0.848874568939209,2236450,@115830 why is it I pay for prime membership to get next day delivery yet now the site is saying it can’t deliver until Monday.,"@398349 Our Next-Day Delivery option refers to the transit time after the item dispatches, and doesn't include the time it takes to pack and prepare an order for dispatch. Please let us know if we miss a delivery date provided in your order confirmation e-mail. ^GR"
13,prime_membership_benefit,Hi @115830 why can I not get next day delivery with my prime subscription. Everything is coming up as Tuesday delivery. Can I get a prime membership refund?,2,0.8315656185150146,93647,"@AmazonHelp And another one guys. I ordered a same day delivery yesterday, and it was meant to come yesterday. It arrived just now, a day late. Can I please get a refund on my Prime subscription?",@136295 Thank you for letting us know. We'd like to review your delivery and available options here: https://t.co/hApLpMlfHN ^SC
13,prime_membership_benefit,Hi @115830 why can I not get next day delivery with my prime subscription. Everything is coming up as Tuesday delivery. Can I get a prime membership refund?,3,0.821014940738678,2220022,@115830 why does my prime membership no longer give me next day delivery on prime items?,"@648454 Hmm, that is strange, Lindsay! Are you seeing this with all Prime items or only some items? Some products are not eligible for One-Day Delivery. More helpful information here: https://t.co/49MijbEjed. Please keep us posted! ^SD"
13,prime_membership_benefit,Hi @115830 why can I not get next day delivery with my prime subscription. Everything is coming up as Tuesday delivery. Can I get a prime membership refund?,4,0.8156741857528687,257135,@AmazonHelp Actually this has happened with me twice and thrice so pls get it delivered by tomorrow any how otherwise I wil cncl my prime membership,@177160 I get your disappointment. Kindly wait till the new estimates mentioned. Appreciate your patience. ^SG
13,prime_membership_benefit,Hi @115830 why can I not get next day delivery with my prime subscription. Everything is coming up as Tuesday delivery. Can I get a prime membership refund?,5,0.8059428930282593,1666511,What’s the point of paying for @115830 Prime now? Item says same day but now delivery shows as Wednesday. Can I claim my membership back?,"@507679 Hi Edward, what date is in your order confirmation email? Has it changed? ^TS"
14,payment_unexpected_charge,"@AmazonHelp @115850 Truly pathetic customer service. Asking me to wait endlessly from morning while I am asking to confirm payment status, take another payment of the previous one hasn’t gone through and give me my product. Just that nobody seems to be interested in doing business at all.",1,0.8295077085494995,757092,@AmazonHelp I’ve been waiting from past 3 months. My payment has been stuck. And not getting any help.,"@300931 We understand your account is on hold. However, only our account specialist team would be able to assist you in this case. ^VM"
14,payment_unexpected_charge,"@AmazonHelp @115850 Truly pathetic customer service. Asking me to wait endlessly from morning while I am asking to confirm payment status, take another payment of the previous one hasn’t gone through and give me my product. Just that nobody seems to be interested in doing business at all.",2,0.82889723777771,865998,"@115851 @AmazonHelp @115850 Everyday i am having call with amazon for 1hr pleading and begging to give my money back... and amazon just screams back “wait”
#shame https://t.co/jnpanjmpzc","@325140 From the screenshot shared earlier, I see that this issue has been escalated to the highest point of escalation. 1/2 ^HD"
14,payment_unexpected_charge,"@AmazonHelp @115850 Truly pathetic customer service. Asking me to wait endlessly from morning while I am asking to confirm payment status, take another payment of the previous one hasn’t gone through and give me my product. Just that nobody seems to be interested in doing business at all.",3,0.8283138871192932,2400919,@AmazonHelp Pathetic service still now my product is not delivered no one came to deliver saying payment pending https://t.co/hd7TQIPgG2,@690797 we consider them to be personal information. Our Twitter page is visible to public. 3/3 ^SB
14,payment_unexpected_charge,"@AmazonHelp @115850 Truly pathetic customer service. Asking me to wait endlessly from morning while I am asking to confirm payment status, take another payment of the previous one hasn’t gone through and give me my product. Just that nobody seems to be interested in doing business at all.",4,0.8259230852127075,2116146,"@AmazonHelp Now. After having an email confirming I would receive my items today after speaking to customer support I get another email saying my order has been delayed. Not good enough. Terrible service and he absolute last time I use Amazon. But what do you care, I am only one of millions","@623790 We strive to have your orders delivered quickly, and hope you'll give us another chance to serve you again in the future. ^JS"
14,payment_unexpected_charge,"@AmazonHelp @115850 Truly pathetic customer service. Asking me to wait endlessly from morning while I am asking to confirm payment status, take another payment of the previous one hasn’t gone through and give me my product. Just that nobody seems to be interested in doing business at all.",5,0.8259013891220093,162122,@115850 @AmazonHelp it's more than 10hours still no response.No actions taken.Dont know whether Amazon values their customers or not.I am done wth amazon.No transaction any more.very much pissed off.had faith on u guys bt u disappoint me https://t.co/Kp20QV1pu6,"@147129 We definitely didn't intend this experience and would like to take a closer look at it, Suman. Please fill this form: https://t.co/GIJyeYqKE0 with additional details, we'll work on it and contact you shortly. ^MP"
15,prime_membership_benefit,One thing I have promised myself today - I will never again be recommending an @115850 prime subscription to anyone.,1,0.8212614059448242,990264,Just bought the @115850 Prime membership that I had been yearning for long! Develop something that makes your customer so happy owning it💪,@354567 Thank you for being Prime member. I'll be sure to pass on your feedback with the concerned team for review. ^HA
15,prime_membership_benefit,One thing I have promised myself today - I will never again be recommending an @115850 prime subscription to anyone.,2,0.800873339176178,1024209,"Guys don't take @115850 prime subscription. It's useless, product gets delivered 3 days later, their support is useless.",@313517 That's quite a remark Arif. Could you tell us what went wrong? ^MS
15,prime_membership_benefit,One thing I have promised myself today - I will never again be recommending an @115850 prime subscription to anyone.,3,0.7968301773071289,349738,@115850 No use of prime membership. Cancel n revert my money. Wasted so much valuable time in Amazon. Revert money. Good bye 👋🏼,"@199219 Sorry for the trouble you've faced while placing an order, certainly not intended. I'd like to take a closer look into 1/2 ^PS"
15,prime_membership_benefit,One thing I have promised myself today - I will never again be recommending an @115850 prime subscription to anyone.,4,0.7854759693145752,1395568,Woke up feeling really upset about the service I am getting with @115821 prime. Way to treat your paying customers. Soon you wont have any 😉,@440331 Sorry to hear Leah- Without providing personal info can you explain further what has happened? ^NV
15,prime_membership_benefit,One thing I have promised myself today - I will never again be recommending an @115850 prime subscription to anyone.,5,0.7829661965370178,1592057,"Ugh! Grr! I love @115821, I really do. But I HATE that you don’t warn before renewing my prime subscription! $105 is a big, unexpected hit!",@489392 I'm so sorry for the unexpected charge. Is this a subscription your wanting to keep?  ^AG
16,other_unclear,"@115830 2/2

Turns out he's asking if I am 18 years old

Me: ""Do I look it?""

Courier: ""no you 18""

Me: well over 20 years ago yeah""

Courier point blank refuses to hand parcel over to me.

I don't know if to feel annoyed or flattered - I was born in '74!",1,0.5891616344451904,508213,"@115830 not happy with one of your couriers, left a parcel on my doorstep where anyone could have picked it up. To top it off left a note saying they'd left it with a neighbour.",@236687 Oh no! Let's talk about this in real time! Please call or chat with us here: https://t.co/5zGJTyV7jd ^BA
16,other_unclear,"@115830 2/2

Turns out he's asking if I am 18 years old

Me: ""Do I look it?""

Courier: ""no you 18""

Me: well over 20 years ago yeah""

Courier point blank refuses to hand parcel over to me.

I don't know if to feel annoyed or flattered - I was born in '74!",2,0.5889557600021362,505864,@115830 absolutely outraged by customer service. 2 parcels have said delivered and 'handed to resident' when no such thing has happened.Is some1 trying to pretend to be me outside my home?I need the details of the courier!Im worried thats someone is pretending to be me!,@236036 I'm sorry for the trouble with this! You can find the courier information in the order details here: https://t.co/aaDyEz1VgE ^SB
16,other_unclear,"@115830 2/2

Turns out he's asking if I am 18 years old

Me: ""Do I look it?""

Courier: ""no you 18""

Me: well over 20 years ago yeah""

Courier point blank refuses to hand parcel over to me.

I don't know if to feel annoyed or flattered - I was born in '74!",3,0.5888198614120483,498390,@115830 have got the worst couriers in the UK. They cannot read or post to the correct address. Total lame idiots. Result of a gig economy. They just want to throw the parcel and hit their numbers. Totally poor service.,"@233972 I'm sorry to hear that you've had a poor delivery experience with us! Without including account or personal information, could you tell us more about what's going on? Do you have an order that has not yet arrived? We want to help! ^SD"
16,other_unclear,"@115830 2/2

Turns out he's asking if I am 18 years old

Me: ""Do I look it?""

Courier: ""no you 18""

Me: well over 20 years ago yeah""

Courier point blank refuses to hand parcel over to me.

I don't know if to feel annoyed or flattered - I was born in '74!",4,0.5824847221374512,2216744,"@AmazonHelp I’m not just interested in giving courier FEEDBACK!!! I want my PARCEL!! He’s got it, obviously. Must be in his van...or wherever...your guess is as good as mine. But he didn’t CALL at my door!","@647622 Hey, have you been able to reach out to us on the link given in the previous message? ^RS"
